D,earnings,edu,prevearn
0,71,12,5720
1,10508,12,0
1,2361,12,6400
1,23431,12,0
1,3173,12,2600
0,21629,11,0
0,2187,11,0
1,423,12,0
1,16404,12,3920
1,22734,12,3198
1,5964,12,1900
1,681,11,0
1,18844,12,1300
0,4019,11,140
1,14310,13,0
1,17412,14,0
1,20190,9,1935
0,12653,13,0
1,2370,11,10000
1,785,11,8858
0,3397,9,656
0,1524,13,4973
1,8258,12,1200
1,803,8,3500
0,14536,10,4840
0,33,12,0
1,0,8,2349
1,7278,8,0
1,21913,12,3000
1,3509,16,5000
1,0,11,4680
0,5152,8,200
1,13012,12,0
1,6395,12,1750
1,0,12,800
1,37977,10,6000
1,12062,13,3000
1,22560,11,825
0,1686,14,4000
1,9325,12,57
1,29208,13,1500
1,1481,12,4000
0,18581,12,0
0,35656,11,3118
0,15813,10,0
1,1799,14,3500
1,0,12,0
1,32081,9,12000
1,32781,13,7000
1,37524,10,4000
1,46855,12,300
1,3231,14,0
1,49467,12,6000
0,27432,15,250
1,36735,13,9000
1,2896,14,1800
1,8076,12,2400
0,31290,12,500
1,24393,9,6000
0,3150,9,1200
1,18663,9,700
1,13804,9,2000
0,0,8,0
1,41028,12,2808
1,10725,11,13000
0,16791,12,0
1,0,10,0
0,3405,11,0
0,16121,14,5600
1,6065,9,5545
1,9321,8,0
0,10830,14,5000
0,18648,12,2658
1,12944,16,4041
1,15192,10,6000
0,3618,9,420
0,3397,11,350
1,42555,12,1150
0,21924,16,3600
1,3622,14,3000
1,1128,16,5000
1,0,12,0
1,9150,11,1024
0,903,13,15000
1,60528,13,10800
1,0,11,3484
1,9409,8,0
1,24813,13,6000
1,9966,12,5000
1,18306,8,600
1,18300,11,1500
1,55770,10,5000
0,27940,12,9000
0,0,10,0
0,46098,10,7274
1,40953,10,40
0,3775,12,3240
0,57,8,0
0,0,11,2040
0,37658,11,13000
1,24996,16,0
1,15169,9,0
1,32472,12,7841
1,12596,12,0
1,3369,8,0
1,207,12,2500
1,0,12,0
1,16487,12,2400
1,48063,10,4800
1,577,12,0
0,5977,14,5100
0,478,16,5882
1,1035,10,0
1,22515,12,0
1,5733,12,150
1,796,10,0
1,20637,13,1250
1,8166,15,1306
1,34060,16,4835
1,33533,12,5000
1,65781,10,1200
0,2898,12,0
1,39146,16,6000
1,1947,12,6650
0,5164,8,0
1,3308,7,0
1,5685,15,6590
1,4329,11,5840
1,0,9,3387
0,9776,11,300
0,8298,17,600
1,4124,11,3000
1,18567,11,0
1,0,12,0
0,29778,12,107
0,21166,13,2900
1,687,8,1440
1,147,9,4760
0,25836,10,8000
0,14798,11,6000
0,31854,10,130
1,0,12,480
0,699,12,3513
1,1533,17,3456
1,2544,10,7900
1,0,12,3400
0,34926,13,300
1,0,10,539
1,11539,13,5300
1,8678,13,2500
1,5627,12,8000
1,2973,11,0
0,1887,9,4500
1,28833,13,8000
0,0,12,0
0,27240,12,3700
1,31360,15,3600
1,18197,9,6661
1,9128,9,16000
1,7068,12,110
1,14252,12,0
1,858,12,369
1,23775,9,0
1,1639,10,621
1,37157,11,0
1,17646,12,6540
1,81046,16,7310
0,44055,12,13000
0,0,11,1500
1,0,10,0
1,23019,12,5976
1,32897,12,2496
0,0,14,4500
1,4230,11,0
0,47606,8,4500
0,3844,8,0
1,21096,10,0
1,3510,12,0
1,9105,8,3000
0,46430,12,11000
1,5143,12,0
1,17871,8,0
1,23571,14,7060
1,8793,8,0
0,1429,12,620
1,7474,12,12800
1,4116,14,4000
1,52660,12,1100
0,11415,12,16000
0,0,8,0
1,2232,10,2500
1,59439,12,0
1,33942,14,0
0,27328,12,650
1,26421,12,0
1,20541,12,10500
0,20997,11,3257
0,93,13,0
0,0,12,0
1,17304,12,4000
1,59727,9,11500
0,30439,14,2000
1,1672,12,3800
1,5687,10,0
1,22863,13,480
1,24827,12,0
0,303,11,3000
0,18325,12,250
0,3309,12,854
1,3317,12,0
0,7086,11,0
1,15366,9,0
1,6813,12,500
0,0,12,0
1,52493,12,5000
1,127,14,600
1,0,12,0
1,5709,12,0
1,108,12,0
0,1371,10,2400
0,6102,12,0
1,25262,11,117
1,10029,8,0
1,490,12,167
0,12084,12,2000
1,11139,14,0
1,16650,15,2912
1,0,8,960
1,19195,13,5200
1,33351,12,6000
1,606,8,0
0,26630,11,3146
0,17466,8,0
1,639,12,0
0,47415,15,14000
0,4204,12,1140
1,0,12,0
0,42739,12,1700
1,12024,12,1468
1,43120,12,15000
1,2760,12,0
0,3700,12,1172
1,28603,14,0
1,34620,8,0
1,36669,12,298
0,5462,12,40
0,0,12,0
1,26241,15,98
0,41059,12,11232
1,26667,12,6120
1,22579,10,274
1,344,9,2189
0,73636,10,9000
1,7587,12,3000
0,12573,14,0
1,553,12,0
1,20652,8,0
1,37131,14,10135
1,2730,11,1967
1,5797,12,2000
1,14380,12,0
1,3916,12,5000
1,858,10,3100
1,19225,12,7000
0,11061,16,5000
0,10471,12,240
0,6186,12,3100
1,28621,12,5500
1,0,13,7082
0,26115,11,6779
0,17085,12,200
1,27834,12,0
1,33795,9,8000
1,0,12,960
1,0,10,1500
0,4488,14,0
1,59877,12,2000
1,0,11,4856
0,2754,12,5000
0,2341,13,1000
1,12537,8,4000
0,5748,12,98
1,28026,12,900
1,18219,14,0
1,17730,16,7500
1,13098,12,672
0,3669,13,11980
0,69846,12,4500
1,9569,12,9000
1,18612,15,12000
0,8389,8,450
1,13383,14,0
1,9627,12,200
1,29762,12,6000
1,462,11,0
1,16722,9,434
1,3693,12,3541
0,226,12,6622
1,39051,11,0
0,3573,8,0
0,80472,16,0
0,16336,12,3500
0,17184,12,5000
1,418,10,3050
0,30171,11,4000
1,6304,12,6950
1,12729,12,8000
1,19045,12,1960
1,9180,12,800
1,0,17,14000
0,23064,13,4200
1,180,12,320
1,20661,16,1043
1,16127,11,4880
1,68248,12,6000
1,0,12,0
1,0,12,49
1,11582,14,0
1,28050,12,800
1,14727,11,71
0,318,17,0
1,555,12,387
1,0,12,400
0,39684,12,1200
1,657,12,4000
1,3358,12,5882
1,520,13,9000
1,29962,12,7000
0,2186,10,1000
1,6994,12,0
1,4515,11,2000
1,74511,12,12506
0,28311,11,4100
0,0,16,5200
1,12450,12,5835
1,318,12,1600
1,28407,12,1800
1,5559,12,1200
0,1110,11,240
0,9,11,0
1,25424,12,4500
1,6910,9,0
0,1188,12,45
0,40180,12,8000
0,29098,12,4200
1,0,12,358
1,26391,13,17000
0,0,9,0
0,10672,14,4000
1,10515,12,3150
1,33034,8,10000
0,15542,12,2800
1,4713,11,200
1,4285,12,1400
0,47835,12,4992
1,23761,12,1945
1,3605,13,6800
1,0,12,0
0,0,11,0
0,25923,9,5000
1,0,9,9000
1,0,10,800
1,63364,12,7336
0,15786,11,0
0,11912,12,7800
1,1857,12,422
1,27794,10,6000
1,21027,12,0
1,30558,12,0
1,0,10,2000
1,0,12,0
0,35085,8,0
1,0,12,3600
1,1679,8,0
0,0,12,0
1,8388,12,200
0,22996,11,6500
1,12306,13,6500
1,2189,11,5000
1,25505,13,2000
0,3365,11,1800
0,18980,12,0
0,31338,12,6116
0,0,12,500
1,17986,12,106
1,5478,12,3000
0,51734,7,0
0,15207,9,2500
0,13833,13,600
1,12004,8,270
1,13741,12,1644
1,84873,12,3077
1,6948,13,4000
1,6168,12,0
1,6768,12,0
1,0,12,350
0,6439,9,0
1,17248,12,0
1,13898,13,8470
1,28052,12,600
1,0,12,0
0,2463,10,600
0,17448,12,0
1,0,10,0
1,9624,12,5500
1,42993,12,3000
1,39540,12,5000
1,20910,12,0
1,27312,10,8854
1,5824,11,3500
1,53136,10,1500
1,66408,14,12000
1,17726,12,0
0,16944,8,4000
1,933,9,0
1,7077,10,234
1,16760,14,4800
0,6668,12,7000
1,4370,8,2000
1,134861,12,8000
1,8116,11,900
0,3758,12,0
0,1705,11,3200
1,8289,9,2400
1,12478,10,190
0,8652,14,1400
0,26758,14,5000
1,64865,13,5000
1,0,12,2400
0,5958,11,2000
0,123,10,0
1,928,11,700
1,29122,10,5800
0,0,13,3309
0,17220,9,7000
0,0,12,360
1,0,11,5000
1,16674,9,7269
1,27128,12,4500
1,12153,12,5000
1,23595,12,10000
0,171,13,850
0,19734,12,14073
1,6,12,10080
0,2588,10,800
1,25993,12,0
1,0,12,10000
1,6684,12,4000
0,9072,11,4750
0,4011,12,5000
0,2118,13,6500
0,1458,14,17000
1,0,9,0
1,16864,13,219
1,2505,10,0
0,34,13,800
1,885,12,0
0,22455,12,6720
0,35600,12,120
1,26295,12,2500
1,21304,10,1406
0,24093,12,23000
0,84,10,0
1,6227,10,0
1,15915,10,1500
0,810,9,1000
1,48864,12,14000
0,4618,12,10000
1,19552,10,10000
1,22955,12,0
0,20769,12,1100
0,0,10,1000
0,24543,12,0
1,68628,13,2000
1,11607,15,600
1,12789,14,3000
1,1305,15,4000
1,19796,15,1018
1,513,12,8750
1,24561,14,1800
1,17130,12,5500
0,21499,12,3000
1,2832,12,5000
0,26335,12,6000
1,27324,11,14000
1,6382,12,9600
0,108,12,3720
1,21049,12,4800
0,1008,8,100
1,36573,9,4352
0,1128,17,0
1,19503,12,0
1,19614,11,600
1,8730,9,1035
1,8112,12,3000
1,31948,12,520
1,28692,12,6000
1,23682,12,6900
0,23880,10,0
0,17817,16,1700
1,41067,11,5000
0,27849,13,5925
1,0,9,0
0,0,12,0
0,29041,10,5700
0,300,11,412
1,15584,12,0
0,41958,8,3216
0,20601,8,7200
0,59676,12,7000
1,675,10,509
1,789,11,0
1,12076,12,3480
1,3672,10,5000
1,0,8,0
1,11442,10,5800
0,0,12,0
0,21343,14,1376
1,16274,14,0
1,26850,10,6500
0,912,12,0
0,52206,10,0
0,3220,7,2000
1,7163,14,6000
1,46101,12,0
1,24564,12,0
1,38717,12,2200
1,47546,12,4000
0,21214,10,3480
0,52628,10,6000
1,1683,12,0
1,22817,12,0
1,18319,12,7911
1,0,12,1200
1,54980,11,8000
1,1761,12,1680
1,5445,12,2000
1,31418,10,1000
1,24010,17,135
1,7338,12,0
1,401,10,250
0,0,12,0
1,20781,13,0
0,34083,12,8000
0,26992,11,3000
1,25925,12,3000
1,13200,12,0
1,41985,13,18000
1,1833,12,1800
0,30051,12,3000
1,54761,14,0
1,13957,8,0
0,4529,8,1000
0,23084,12,3952
1,26016,12,9500
1,19957,17,5082
1,32709,12,2185
1,127353,10,9560
0,3009,12,0
1,51918,12,1100
0,3606,9,0
1,0,9,0
1,59295,12,14000
0,20787,12,10000
1,8402,12,0
1,0,9,0
0,4401,11,0
1,3524,12,0
0,359,12,750
1,39141,12,0
1,0,12,0
0,3117,15,500
1,1209,13,1500
0,31785,12,10000
1,18163,12,4300
1,746,12,0
1,26460,12,3500
0,14293,13,0
0,21707,14,0
1,771,12,0
0,122,8,3000
1,17316,12,0
1,0,8,1000
1,6,12,0
1,3886,8,2500
1,4011,12,0
0,26637,12,7500
0,6802,8,1600
0,6746,12,752
1,42768,12,21000
1,6436,10,0
0,14007,12,15000
1,50147,11,7000
0,5484,12,5581
1,26808,10,4500
1,25644,13,15545
0,5418,9,2400
1,0,15,9900
1,49752,12,13200
1,20850,9,2000
1,42254,11,6000
1,5889,12,2500
1,26055,12,2300
1,11622,12,6000
1,16287,11,1895
0,523,14,0
1,354,10,0
1,10392,17,700
0,246,10,7000
1,20389,13,0
0,40434,12,2180
0,15538,12,6212
0,15248,12,4500
1,71886,12,2400
1,21060,12,400
1,0,10,0
0,1458,12,3107
0,26458,12,4550
1,7045,12,1200
1,3660,15,0
0,43145,15,3000
1,30604,11,4583
1,0,12,1603
0,4800,12,6760
1,17832,10,0
1,1515,12,900
1,30388,12,6006
1,0,10,0
1,17538,11,5000
1,0,14,875
0,27356,12,1000
1,10518,14,0
1,7671,14,0
1,14094,8,180
1,39676,12,870
1,8214,14,0
1,33192,13,0
1,26581,12,5600
1,3309,12,0
1,10255,12,0
0,9154,10,0
1,510,12,3400
1,31505,11,8663
1,2505,12,1290
0,0,11,397
1,2046,16,16800
0,37112,11,5000
1,19735,13,0
0,29841,12,16000
0,1435,12,0
1,53669,10,10803
1,42567,12,15000
0,46028,14,0
0,650,13,10000
1,40661,12,7200
1,4746,12,0
1,12075,12,1200
1,236,12,1000
1,64763,12,10000
1,1644,11,9000
1,7754,12,0
0,483,13,375
1,1980,11,200
1,65961,10,19609
1,0,12,16500
1,19935,12,10000
0,21202,9,5000
1,0,11,0
1,40417,12,4300
1,10433,12,2165
1,5667,12,5502
1,534,14,0
1,10052,13,7000
1,0,12,540
1,18627,12,5742
1,6684,12,0
1,29482,16,0
0,0,12,5400
1,196,10,7800
1,23904,12,0
0,0,12,0
1,26103,9,6000
0,44067,16,3000
1,31422,10,1000
1,20118,12,6000
0,56421,12,2600
1,16800,12,11000
1,25119,16,10000
0,12087,11,1750
1,63330,12,9700
1,39116,14,7000
1,2520,12,3000
1,21201,12,5760
1,17032,13,0
1,26186,12,6488
1,17653,12,1140
0,35868,12,10100
0,9960,13,6000
1,14640,8,5300
1,11634,11,1180
1,17959,12,7500
0,20298,12,5000
1,8727,10,6000
1,12249,12,0
1,15501,9,8000
1,2941,12,9200
0,17107,10,9000
0,22089,12,5743
0,93671,12,16204
0,4494,13,0
0,0,12,54
1,16546,14,5000
1,27549,12,6192
0,3546,11,0
1,17160,12,0
0,2487,13,360
1,4604,12,0
1,0,9,145
0,30997,13,3500
1,3882,12,0
1,522,8,100
1,14361,12,3500
1,47736,12,0
1,4571,12,400
1,5217,12,9898
1,54998,13,7600
0,260,11,2144
0,465,12,2460
1,3873,12,0
0,21228,10,0
1,0,10,160
0,8587,9,10000
1,13536,12,125
1,25107,16,0
1,3061,16,1200
1,2577,12,256
1,56346,17,0
1,8358,9,3925
1,669,13,310
1,33460,12,1100
1,3572,11,218
0,3336,12,1600
0,37410,12,4000
1,0,8,3000
1,15951,17,3500
1,90077,12,12000
1,0,11,0
1,47898,12,10000
1,37815,11,22000
1,6038,12,0
1,12518,8,2130
0,1317,13,0
0,25076,12,8000
1,253,12,1500
1,6839,14,3832
1,35674,8,3000
1,0,15,3442
0,78150,12,16000
1,37821,13,4600
1,12509,12,2658
0,7085,10,200
1,4556,12,1366
1,49911,11,6000
1,59937,13,14000
1,41190,13,1448
0,4276,13,135
1,0,13,0
1,16824,12,0
1,1351,11,444
1,2763,12,3000
1,38365,12,400
1,10990,13,0
1,861,12,3000
0,0,11,0
1,17313,12,4000
1,13344,12,1067
0,35028,11,10100
1,0,12,0
0,9677,12,5000
0,5855,12,3000
1,19374,12,0
1,13632,16,2000
0,462,11,1500
1,789,10,2500
1,13894,10,9720
1,47283,12,22000
0,40157,8,7920
1,5970,14,7079
1,15384,9,1540
1,7202,8,4560
1,21195,12,2600
0,1467,11,4000
1,12656,12,500
1,0,9,0
1,33604,11,98
1,3301,12,0
1,51690,12,69
0,10365,12,2000
1,7519,9,1200
1,11855,8,528
1,0,8,0
0,5066,16,7000
0,237,12,0
1,41598,10,3500
0,12309,11,4000
1,16291,11,7741
0,105747,13,6000
0,4866,12,1000
1,0,13,2897
1,53421,17,7000
1,7218,10,2605
0,12522,13,6530
1,22362,12,5630
1,46244,12,5719
1,40,12,9600
0,1239,15,1260
1,6649,12,4200
1,0,12,1440
1,0,12,900
1,36846,12,10500
1,3597,10,800
1,17142,8,0
1,675,11,0
0,76673,12,1000
1,8980,11,0
1,717,10,0
0,36277,12,6000
1,2456,12,0
0,15932,12,1917
0,1477,12,9600
1,16617,16,0
1,4701,11,3300
1,7874,12,0
0,61485,12,200
1,17589,12,2743
0,0,12,3000
1,50640,11,700
0,19694,12,1500
1,8541,12,3500
0,7464,12,144
1,17703,10,980
1,6104,10,4500
1,542,10,1249
0,234,11,6333
0,2416,13,3000
1,40851,12,3000
1,123,8,0
0,0,9,3500
1,7739,12,0
0,8269,12,4800
0,43712,12,1164
1,20945,11,7265
1,31681,13,0
1,4608,13,3000
1,14751,11,0
0,16143,12,4500
1,34001,12,8830
1,84759,12,12050
0,726,10,0
1,0,14,170
1,6549,8,0
0,1987,8,0
0,0,11,0
0,21531,12,1100
1,38229,11,4237
1,46224,12,10000
0,905,8,4418
1,72394,14,1700
0,7137,8,275
0,26448,14,4400
0,35445,12,7000
1,9026,12,0
1,10722,13,4350
1,578,12,3500
0,17374,18,0
1,28801,8,160
0,4551,10,10000
0,16248,11,69
0,10542,12,3400
1,50951,16,4866
0,12086,9,89
1,27133,9,0
1,22821,11,1500
1,0,10,2240
1,69739,12,14000
1,2235,10,0
1,4094,12,0
1,4835,11,0
1,10347,12,0
1,2397,12,8000
0,7264,14,3000
1,2469,12,0
1,17082,12,1500
1,4758,12,200
1,10438,17,10800
1,19289,12,4000
0,13914,12,0
1,23289,12,50
1,4515,9,75
1,4044,15,6600
1,42275,11,3600
1,6102,12,590
1,3164,16,3500
1,22956,15,2040
1,16965,10,3500
1,29781,12,0
1,12963,14,2500
1,6400,8,7500
1,9163,11,2000
1,26062,10,1800
0,24261,16,3892
0,8364,12,8597
0,35047,9,0
1,4335,8,0
1,23312,12,2500
1,6,9,3000
1,7408,10,1100
1,5332,8,3400
1,0,14,0
0,9486,11,0
1,0,12,1400
0,0,10,0
0,36440,11,0
1,4720,10,7680
1,339,13,0
1,42741,10,200
0,17826,12,2000
1,33387,13,0
0,6171,12,250
1,9573,13,0
1,3296,11,10780
0,4230,8,800
1,9264,14,1000
0,14063,10,1300
1,54780,12,2100
1,9561,12,5000
0,24171,14,250
1,36767,12,3828
1,36351,15,1100
1,19776,12,5628
1,1788,12,168
1,13749,16,1000
1,33159,12,3435
0,2741,8,0
1,32837,12,11730
1,1017,13,0
0,9516,10,5700
1,4278,12,600
0,34977,12,0
0,23204,8,10800
1,4983,12,6000
0,20061,12,8500
1,47996,9,4520
0,17103,12,1100
1,40463,11,15000
1,45662,12,1500
0,5493,8,0
1,26559,13,1200
1,30291,11,4000
1,30823,8,4000
1,1235,16,0
1,0,8,0
0,24336,12,4094
0,4774,12,1000
0,16228,12,1300
1,0,10,2000
1,4824,13,2300
1,8181,10,0
1,49695,12,1440
1,37950,13,0
1,10867,11,1060
0,39230,12,8190
0,2881,12,1500
1,79253,15,20000
0,0,8,0
0,55173,10,1370
1,31076,12,9320
1,32191,14,12000
1,0,11,0
1,10998,9,0
0,0,12,0
0,4489,12,10500
1,24146,11,8000
1,20098,12,150
0,1140,11,250
0,1550,12,4198
1,3252,13,5994
1,15816,11,2000
1,82,8,0
0,28283,12,4400
0,13305,14,12000
0,9942,11,10500
1,17337,9,0
0,50241,12,10
1,12315,12,8600
0,9480,8,250
1,25755,13,3300
1,9798,13,3500
0,16463,12,2714
1,11327,12,2556
1,1516,12,0
1,8556,12,4000
1,62175,12,98
1,6336,12,10114
1,519,11,2040
1,42897,14,0
1,0,10,0
1,6282,11,0
1,6164,12,6000
0,1505,12,1260
0,4016,8,0
1,3450,8,0
0,53980,12,11655
1,0,12,0
0,3481,12,3050
1,1811,11,4868
0,6547,12,2500
1,25200,12,9000
1,30989,16,9000
0,0,12,5610
0,0,12,0
1,29186,12,9465
1,13366,12,2500
1,12945,12,1055
1,0,12,0
0,5523,10,0
0,25451,12,77
1,0,13,0
1,4544,7,0
1,66,12,0
1,597,16,5892
0,170,8,140
1,20787,12,12262
1,33771,12,4860
0,0,10,700
1,34739,12,3711
0,23433,11,1020
1,27630,12,5800
1,30376,10,85
1,3456,12,1244
1,24897,10,0
1,27412,14,435
1,57404,12,22389
1,40056,12,18800
1,0,12,2400
0,30864,12,10500
0,1944,10,0
1,22376,10,5000
1,30756,8,0
1,14640,12,728
1,47694,12,4900
0,12612,9,0
0,16857,12,3000
1,39491,12,0
0,5607,12,1200
0,43571,11,2000
1,7502,15,500
1,1949,10,17
1,44410,12,7168
1,28667,11,6700
1,20925,12,11000
0,8196,12,2500
0,0,11,0
1,0,7,0
0,13680,16,180
1,203,9,0
1,3855,14,0
0,37487,12,4000
1,5244,14,0
1,3699,12,5240
1,5883,12,640
1,14866,14,0
1,24195,13,2512
0,984,10,0
1,14140,12,1200
1,17980,16,224
0,33862,10,7000
1,2423,9,0
1,19500,17,0
1,25250,13,2000
1,34828,10,5400
0,11007,12,5900
0,41987,10,48
0,367,11,0
0,5068,10,2310
1,2874,13,5000
1,5067,8,468
1,26004,10,2282
0,8567,11,2300
1,7296,12,3000
1,4501,11,5212
0,28730,12,6000
0,1379,12,2652
0,24228,12,2900
1,35677,12,0
0,0,12,0
1,0,10,0
1,20577,16,5280
0,0,12,0
1,723,12,500
1,0,10,402
1,11442,12,2500
1,31047,15,4266
1,9477,13,2912
0,20720,15,6000
1,53005,12,12000
1,10042,8,1600
1,11496,9,0
1,7644,11,299
0,31737,13,6000
1,21994,16,1600
1,816,13,275
0,34784,11,0
1,11235,12,4000
0,9188,12,98
1,4618,12,1300
1,23421,12,500
1,28062,12,500
1,31924,13,4790
1,6453,11,1080
1,56291,16,1739
1,2701,11,3000
1,61769,12,9000
1,14110,11,0
1,20016,12,9000
1,816,12,2000
1,16079,12,0
0,17964,10,6000
0,57,13,3287
1,34086,10,11500
1,0,10,1500
1,10019,12,7000
1,26898,11,2500
1,0,8,0
1,23063,12,0
1,0,11,7800
1,26094,12,8161
1,5564,13,2700
0,0,8,0
1,19696,16,5985
0,959,11,0
0,17357,9,8462
1,2814,11,0
1,51,11,1200
1,34644,12,1500
1,41105,12,11000
0,807,10,0
1,0,10,0
1,4099,12,10000
1,36390,16,912
1,44385,11,1400
0,43925,12,2500
1,31218,12,2500
1,14963,10,6840
1,0,17,1000
0,0,9,465
0,10847,11,4368
1,60326,10,7000
0,9441,12,3500
1,0,12,1500
0,11172,8,5620
1,0,14,4800
0,1722,8,0
0,0,9,1688
1,5925,16,7200
1,48,16,1700
1,68383,10,3000
1,8156,9,0
1,0,10,0
0,417,16,0
1,27678,14,40
1,18593,14,4522
1,8756,8,7000
0,3276,14,0
1,8671,11,1154
1,20917,14,300
1,234,14,3000
0,6072,9,0
1,2766,12,0
1,62713,12,2000
1,0,15,0
1,18144,13,6000
1,2396,12,0
1,28290,8,1900
1,0,11,134
0,487,11,1000
1,36702,12,7000
1,0,11,6000
1,1258,8,0
1,73548,12,10184
0,9062,10,5000
0,1937,12,3000
0,334,12,933
0,41106,12,13000
0,6799,15,5000
0,39505,11,1400
1,12942,12,0
0,6406,9,1500
0,25377,14,6000
0,0,11,0
1,6984,13,3497
1,26268,8,824
0,57157,12,6500
1,22434,14,4019
1,36909,12,5000
1,2198,10,2193
1,11391,12,2112
1,6399,12,10000
1,63180,12,12765
1,7038,14,2700
1,6978,12,0
0,13781,12,300
1,10143,12,0
1,376,10,720
1,8474,11,600
1,20945,14,4800
1,20565,15,5600
1,22513,15,0
1,4146,12,0
1,46521,12,20000
1,46497,12,5600
1,25689,11,0
1,738,9,720
1,53769,17,6000
1,297,15,4000
1,8938,12,5592
1,0,8,0
1,19887,12,0
1,4307,12,400
0,36273,14,12500
1,2187,12,9000
0,13853,12,3805
1,2433,10,4500
1,312,9,2064
1,1704,12,0
1,6324,10,960
0,25941,12,5850
1,22062,12,5947
1,19859,12,2937
1,0,12,2218
1,1109,12,0
1,5081,11,3360
1,0,10,1900
1,0,8,0
1,43488,15,5000
1,1042,12,7500
1,7698,12,8904
1,0,17,0
1,108,8,0
1,16641,9,100
1,48792,11,0
0,15396,12,11000
0,6512,12,4000
1,8306,9,7200
1,39759,12,303
1,22278,10,100
1,4526,11,2000
1,12212,12,104
1,1215,12,3000
1,44227,12,2000
1,35005,11,10000
0,25577,12,2200
1,30213,14,11869
1,0,13,0
1,0,9,1500
1,24030,11,2737
1,11653,12,6000
1,19505,10,6390
1,912,12,0
1,46283,11,12000
0,14386,12,0
0,3492,14,4000
0,17792,13,3000
0,19556,12,10050
1,5823,9,0
1,10932,10,0
1,676,13,504
1,20569,9,360
1,55653,12,100
0,17678,10,8640
1,18840,8,8600
0,5876,10,3200
1,36899,17,1600
1,5013,12,3000
1,9219,12,1200
0,8307,15,550
1,0,13,2560
1,19651,16,3677
0,9084,12,1800
1,11642,13,7488
1,14857,13,12723
1,7183,12,0
1,10755,12,1500
1,8400,9,402
1,171,12,7992
0,42501,12,8000
1,9371,14,6000
1,0,8,1000
1,9916,13,0
1,2871,16,9000
0,11055,14,3825
1,43085,10,6000
0,0,10,0
1,58230,8,0
1,3315,10,1300
1,0,14,1750
1,28023,8,0
1,39324,16,4800
1,0,16,0
0,61672,14,10230
0,20125,12,0
1,0,12,2000
1,17473,11,2000
0,48640,12,4500
0,16169,9,0
0,16590,13,671
1,15446,12,8000
1,4839,16,3000
1,2679,9,8600
1,20058,8,1110
0,16934,12,3500
1,8800,8,7571
1,9730,12,2200
1,12174,12,0
0,72074,12,6500
1,9126,12,3000
1,5145,8,8372
0,2670,11,0
1,53478,12,500
0,43215,15,8394
1,12073,12,5000
1,14481,16,4832
1,7279,12,1200
1,6587,10,0
0,9015,12,1500
1,20184,13,2100
1,14501,8,1400
1,2634,12,725
1,0,13,0
1,0,9,0
1,44119,13,4958
1,35780,12,8000
1,15771,15,5720
0,15684,12,1000
1,5613,10,5394
1,12396,12,0
0,9552,9,0
1,978,12,0
0,9648,12,630
1,50424,12,21246
0,42583,13,2200
1,3141,12,5500
0,1254,12,5565
0,6410,14,4902
1,33081,8,9347
1,225,12,5432
1,2595,10,6000
1,0,10,0
0,145,11,1601
1,33699,12,11840
0,41145,16,11000
0,22524,9,2974
1,17221,12,0
1,9066,12,640
1,48622,12,3000
1,11748,8,3178
1,19431,9,3700
1,3504,11,3000
1,10729,12,442
0,9729,13,1760
0,46495,12,12000
0,8891,12,0
1,22476,14,7050
1,3141,12,3000
0,64899,9,5000
1,16164,11,10300
1,15653,12,711
0,34070,13,15000
0,2289,11,900
0,1479,12,1800
1,24815,13,5382
0,21528,13,2300
0,352,12,28
0,626,8,0
1,9827,10,0
0,14283,16,5000
0,1427,12,3800
1,9951,13,0
1,24461,10,7850
1,6186,11,3000
1,15417,13,5200
1,15480,13,155
1,42660,12,200
0,15749,13,200
1,4901,11,507
1,12736,15,3500
1,42194,12,6100
0,0,12,0
0,0,11,0
1,37282,11,1094
0,9354,12,0
1,22848,14,0
1,0,12,98
1,8320,11,2000
1,6556,14,7000
1,22587,11,9064
1,17982,12,3100
1,240,8,200
0,22109,12,14000
1,9689,14,23
1,869,16,0
1,4730,10,8000
1,41205,16,0
1,21026,12,0
1,18192,11,200
0,43585,15,9600
1,35641,13,9000
0,456,12,0
1,78,11,0
0,56189,12,0
1,20359,16,11000
1,2676,12,1407
0,3354,13,5000
1,30188,12,3400
1,4547,12,3840
1,20181,12,10000
1,0,12,0
1,0,15,40
1,15093,11,0
1,11716,13,150
0,16569,12,7000
1,15470,9,10000
0,0,14,5000
1,70894,12,14469
1,9113,12,3500
1,19095,12,200
0,1655,9,0
1,66546,12,4791
1,9123,12,7500
1,27710,12,12600
1,0,14,14000
1,31633,12,10056
1,20949,12,6000
1,6144,12,0
1,5741,9,1120
0,29058,12,200
1,11490,8,0
0,11913,10,1031
1,0,14,5220
1,425,12,98
1,1599,12,2512
1,0,12,2500
0,42494,12,6030
0,0,10,0
1,34775,14,129
1,6630,8,6438
1,1902,12,2768
1,8199,17,5294
0,2504,14,0
0,2382,16,63
1,7614,13,1700
0,0,12,3000
0,36530,12,14000
1,0,13,2000
1,21913,11,5250
0,31826,13,2400
1,3351,9,112
1,0,11,384
1,3836,11,0
1,1575,10,0
1,648,10,0
1,18195,12,3990
1,13367,10,700
1,21523,12,8000
1,30979,11,7000
1,27987,12,0
1,3720,11,2000
0,20318,8,1000
1,37138,11,5500
1,4692,12,5000
1,5745,8,3000
0,67730,14,10000
1,28076,12,224
1,15375,12,8912
0,861,13,10000
0,891,8,0
0,30991,12,8800
